id,ontological_category,semanticfield,description,name,Kinship2,Number,Clothing,Speech,Time,Emotion,Body,physGeo,Plant,Animal,notes,included?,words_Arabic,words_Indonesian,words_Basque,words_Tamil,words_Albanian,words_Hindi,words_Russian,words_Spanish,words_Swahili,words_Turkish,words_Hungarian,words_Thai,words_English
450,Person/Thing,Clothing and grooming,A one-piece dress used by the Ashaninka Indians.,CUSHMA,,,TRUE,,,,,,,,,TRUE,[],[],[],[],[],[],[],[],[],[],[],[],['Cushma']
454,Person/Thing,Agriculture and vegetation,"Tree of the Sapotaceae family,indigenous to Africa, commonly known as shea tree. The shea fruits are oil-rich seed from which shea butter is extracted.",SHEA NUT TREE,,,,,,,,,TRUE,,,TRUE,[],[],[],[],[],[],['де́рево Ши'],['karité'],[],[],[],[],"['shea', 'shea tree', 'shi tree', 'vitellaria']"
455,Person/Thing,Agriculture and vegetation,"A species of trees in the mahogany family Meliaceae, native to tropical Africa and Madagascar.",MAHOGANY TREE,,,,,,,,,TRUE,,,TRUE,[],[],[],[],[],[],[],[],[],[],[],[],"['African mahogany', 'Gambia mahogany', 'Senegal mahogany', 'dry zone mahogany', 'khaya wood']"
456,Person/Thing,Animals,Bird of the family Phasianidae native to Africa.,GUINEA FOWL,,,,,,,,,,TRUE,,TRUE,[],[],[],[],[],[],[],[],[],[],[],[],['guineafowl']
461,Person/Thing,Clothing and grooming,"A flowing wide sleeved robe worn by men in much of West Africa, and to a lesser extent in North Africa.",BOUBOU,,,TRUE,,,,,,,,,TRUE,[],[],[],[],[],[],[],[],[],[],[],[],"[""man's robe""]"
462,Person/Thing,Clothing and grooming,A colorful women's garment widely worn in West Africa.,WRAPPER,,,TRUE,,,,,,,,,TRUE,[],[],[],[],[],[],[],[],[],[],[],[],"[""women's robe""]"
464,Person/Thing,Agriculture and vegetation,"It is a perennial high grown grass native to Asia, Australia and Africa.",ALANG-ALANG GRASS,,,,,,,,,TRUE,,,TRUE,[],['alang-alang'],[],[],[],[],[],[],[],[],[],[],['alang alang grass']
466,Person/Thing,Animals,"A big flightless bird native to tropical forests of New Guinea, nearby islands and northeastern Australia.",CASSOWARY,,,,,,,,,,TRUE,,TRUE,[],[],[],[],[],[],[],[],[],[],[],[],['cassowary']
467,Person/Thing,Animals,A freshwater crustacean resembling a small lobster.,CRAYFISH,,,,,,,,,,TRUE,,TRUE,[],[],[],['சந்தடி'],[],[],[],[],[],[],[],[],['crayfish']
468,Person/Thing,Clothing and grooming,"A thong underwear or swimsuit, a narrow piece of cloth, leather, or plastic, that covers or holds the genitals, passes between the buttocks, and is attached to a band around the hips.",G-STRING,,,TRUE,,,,,,,,,TRUE,[],[],[],[],[],[],[],[],[],[],[],[],"['g-string', 'loincloth']"
469,Person/Thing,Agriculture and vegetation,"Palm-like, dioecious trees and shrubs native to the Old World tropics and subtropics.",PANDANUS,,,,,,,,,TRUE,,,TRUE,[],[],[],[],[],[],[],[],[],[],[],[],['pandanus']
470,Person/Thing,Animals,"Small to medium-sized arboreal marsupial species native to Australia, New Guinea, and Sulawesi.",POSSUM,,,,,,,,,,TRUE,,TRUE,[],[],[],[],[],[],[],[],[],[],[],[],['possum']
471,Person/Thing,The body,The part of the leg between the pelvis and the knee.,UPPER LEG (THIGH),,,,,,,TRUE,,,,,TRUE,[],[],[],[],[],[],[],[],[],[],[],[],['upper leg']
472,Person/Thing,Animals,Large water birds comprising the family Pelecanidae. They are characterised by a long beak and large throat pouch used for catching prey and draining water from the scooped up contents before swallowing.,PELICAN,,,,,,,,,,TRUE,,TRUE,[],[],[],['உபரி'],[],[],[],[],[],[],[],[],['pelican']
474,Person/Thing,Clothing and grooming,A one-piece garment for a woman that has a skirt and a body section.,DRESS,,,TRUE,,,,,,,,,TRUE,"['ثوب', 'فستان', 'لباس']",[],[],['உடை'],[],[],['платье'],"['traje', 'vestido']",['rinda'],[],"['ruha', 'öltözet', 'öltözék']",[],['dress']
475,Person/Thing,Emotions and values,A false statement made with the intention to deceive.,UNTRUTH,,,,TRUE,,,,,,,yes bc a thing you say,TRUE,"['الكذب', 'كذب', 'كَذْبَة']","['dusta', 'kebohongan']",['gezur'],[],['gënjeshtra'],['झूठ'],"['брехня', 'ложь', 'неправда']","['embuste', 'falsedad', 'mentira']",['uongo'],['yalan'],['hazugság'],['โกหก'],"['falsehood', 'lie', 'prevarication', 'untruth']"
478,Person/Thing,The body,Either of the two fleshy protrusions around the opening of the mouth.,LIP,,,,,,,TRUE,,,,,TRUE,['شِفّة'],['bibir'],[],['உதடு'],[],['होंठ'],['губа'],['labio'],[],[],['ajak'],[],['lip']
489,Person/Thing,The body,An organ in the body that produces urine.,KIDNEY,,,,,,,TRUE,,,,,TRUE,['كلي'],['ginjal'],['giltzurrum'],"['சிறுநீரகம்', 'மூத்திரபிண்டம்']",['veshkë'],['गुर्दा'],['почка'],['riñón'],[],['böbrek'],['vese'],['ไต'],['kidney']
497,Person/Thing,The body,A permanent mark on the skin resulting from a wound.,SCAR,,,,,,,TRUE,,,,"decided yes, same reason as beard or boobs",TRUE,['نُدبة'],[],['orbain'],['வடு'],[],[],"['рубец', 'шрам']",['cicatriz'],['kovu'],['yara izi'],"['forradás', 'heg', 'sebhely']",['แผลเป็น'],"['cicatrice', 'scar']"
498,Person/Thing,The body,The fleshy backside of the lower part of the leg.,CALF OF LEG,,,,,,,TRUE,,,,,TRUE,['بطة'],[],[],['கன்றுக்குட்டி'],[],[],['икра'],['pantorrilla'],['ndama'],['baldır'],"['lábikra', 'vádli']",['น่อง'],['calf']
503,Person/Thing,Animals,"Any insectivorous anuran amphibian of the family Ranidae, such as Rana temporaria of Europe, having a short squat tailless body with a moist smooth skin and very long hind legs specialized for hopping.",FROG,,,,,,,,,,TRUE,,TRUE,[],['kodok'],['igel'],['தவளை'],[],[],['лягушка'],['rana'],['chura'],[],['béka'],[],['frog']
505,Person/Thing,Kinship,Father and mother of a child.,PARENTS,TRUE,,,,,,,,,,yes bc between me and grandparents,TRUE,[],[],[],['பெற்றோர்'],[],[],[],['padres'],[],[],[],[],['parents']
506,Person/Thing,Agriculture and vegetation,A type of grain of the species Zea mays.,MAIZE,,,,,,,,,TRUE,,,TRUE,['ذرة'],['jagung'],[],[],[],[],['кукуруза'],['maíz'],[],['mısır'],['kukorica'],[],[]
508,Person/Thing,Time,A length of time.,PERIOD,,,,,TRUE,,,,,,,TRUE,[],[],[],[],[],[],[],"['periodo', 'tiempo']",[],[],[],[],['period']
520,Person/Thing,Agriculture and vegetation,Species of the genus Arctostaphylos; evergreen shrubs or small trees present in the chaparral biome of western North America.,MANZANITA,,,,,,,,,TRUE,,,TRUE,[],[],[],[],[],[],[],[],[],[],[],[],['manzanita']
521,Person/Thing,Agriculture and vegetation,"A giant species of sedge in the plant family Cyperaceae, native to freshwater marshes. Dyed and woven, tules are used to make baskets, bowls, mats, hats, clothing, duck decoys, and even boats by Native American groups.",TULE,,,,,,,,,TRUE,,,TRUE,[],[],[],[],[],[],[],[],[],[],[],[],['tule']
522,Person/Thing,Animals,"A large wild canid (Canidae), closely related to the dog.",WOLF,,,,,,,,,,TRUE,,TRUE,['ذِئْبٌ'],['serigala'],['otso'],['ஓநாய்'],"['ujk', 'ulk']",['भेड़िया'],['волк'],['lobo'],['mbwa mwitu'],['kurt'],['farkas'],['สุนัขบ้า'],['wolf']
523,Person/Thing,The body,The back part of the head.,BACK OF HEAD,,,,,,,TRUE,,,,,TRUE,[],[],[],[],[],[],[],[],[],[],[],[],['back of head']
524,Person/Thing,Animals,"European freshwater fish belonging to the family of carps (Cyprinidae), Genus of barbus.",BARBEL,,,,,,,,,,TRUE,,TRUE,[],[],[],[],[],[],[],[],[],[],[],[],['barbel']
525,Person/Thing,The body,The blood vessels are the part of the circulatory system that transports blood throughout the human body or an animal body.,BLOOD VESSEL,,,,,,,TRUE,,,,,TRUE,[],[],[],[],[],[],[],['vías sanguíneas'],[],[],[],[],['blood vessel']
527,Person/Thing,Agriculture and vegetation,"The dog-rose (rosa canina) is a variable climbing wild rose species native to Europe, northwest Africa and western Asia and whose fruit is known as hip.",DOG-ROSE,,,,,,,,,TRUE,,,TRUE,[],[],[],[],[],[],[],[],[],[],[],[],['dog-rose']
530,Person/Thing,The body,A small brownish or reddish pigmentation spot on the surface of the skin.,FRECKLE,,,,,,,TRUE,,,,,TRUE,['نمش'],[],[],[],[],['झांई'],[],['peca'],[],[],[],[],['freckle']
534,Person/Thing,The body,A hump may refer to a camel's hump containing its fat reservoir or alternatively to the curve on an upper spine that causes a hunchback.,HUMP,,,,,,,TRUE,,,,,TRUE,[],[],[],[],[],[],[],[],[],[],[],[],['hump']
538,Person/Thing,Quantity,A large number of something.,MULTITUDE,,TRUE,,,,,,,,,decided yes b/c probabilistic ok,TRUE,[],[],[],[],[],[],[],[],[],[],[],[],['multitude']
540,Person/Thing,The body,The palate is the roof of the mouth in humans and other mammals.,PALATE,,,,,,,TRUE,,,,,TRUE,[],[],[],[],[],[],[],['paladar'],[],[],[],[],['palate']
545,Person/Thing,Agriculture and vegetation,"Any of various large coniferous evergreen trees from the genus Picea, found in northern temperate and boreal regions.",SPRUCE,,,,,,,,,TRUE,,,TRUE,[],[],[],[],[],[],[],['pícea'],[],[],[],[],['spruce']
559,Person/Thing,Kinship,The brother of a man.,BROTHER (OF MAN),TRUE,,,,,,,,,,,TRUE,[],[],[],[],[],[],[],[],[],[],[],[],['brother of a man']
560,Person/Thing,Kinship,The brother of a woman.,BROTHER (OF WOMAN),TRUE,,,,,,,,,,,TRUE,[],[],[],[],[],[],[],[],[],[],[],[],['brother of a woman']
561,Person/Thing,Kinship,The sister of a man.,SISTER (OF MAN),TRUE,,,,,,,,,,,TRUE,[],[],[],[],[],[],[],[],[],[],[],[],['sister of a man']
562,Person/Thing,Kinship,The sister of a woman.,SISTER (OF WOMAN),TRUE,,,,,,,,,,,TRUE,[],[],[],[],[],[],[],[],[],[],[],[],['sister of a woman']
577,Person/Thing,The body,The finger between thumb and long finger.,FOREFINGER,,,,,,,TRUE,,,,,TRUE,[],['jari telunjuk'],['hatz erakusle'],"['ஆசிரியர்', 'சுட்டி']",['gisht tregues'],['तर्जनी'],[],['índice'],[],['işaret parmağı'],['mutatóujj'],[],"['arrow-finger', 'demonstrator', 'forefinger', 'index', 'index finger', 'insignitor', 'lickpot', 'pointer', 'pointer finger', 'pointling', 'showing finger', 'teacher', 'trigger finger']"
580,Person/Thing,The body,The body-hair of an animal (excluding humans) or a piece of clothing made thereof.,FUR,,,TRUE,,,,,,,,,TRUE,[],[],['larru'],[],[],[],['мех'],"['cuero', 'piel']",[],[],['szőrme'],[],['fur']
585,Person/Thing,Clothing and grooming,A shoe that covers part of the leg.,BOOT,,,TRUE,,,,,,,,,TRUE,[],[],[],[],[],[],[],['bota'],[],[],[],[],['boot']
587,Person/Thing,Animals,"Any of the black, red, brown, or yellow insects of the family Formicidae characterized by a large head and by living in organized colonies.",ANT,,,,,,,,,,TRUE,,TRUE,"['نمل', 'نَمْل']",['semut'],"['inurri', 'txingurri']",['எறும்பு'],['milingonë'],['चींटी'],['муравей'],['hormiga'],['sisimizi'],['karınca'],['hangya'],['มด'],['ant']
593,Person/Thing,Food and drink,"A tuberous plant, Solanum tuberosum, often eaten as a starchy vegetable, particularly in the Americas and Europe.",POTATO,,,,,,,,,TRUE,,,TRUE,['بطاطا'],['kentang'],['patata'],['உருளைக்கிழங்கு'],[],['आलू'],['картофель'],"['papa', 'patata']","['kiazi', 'kiazi cha kizungu']",['patates'],"['burgonya', 'krumpli']",['มันฝรั่ง'],['potato']
603,Person/Thing,Clothing and grooming,An outer garment covering the upper torso and arms.,COAT,,,TRUE,,,,,,,,,TRUE,['معطف'],[],[],"['உறை', 'மேலங்கி']",[],[],[],"['abrigo', 'casaca', 'chaqueta', 'saco']",[],[],['dzseki'],[],"['coat', 'jacket']"
606,Person/Thing,Agriculture and vegetation,"A very large and widespread family of Monocotyledoneae, with more than 10.000 species, most of which are herbaceous, but a few are woody. The stems are jointed, the long, narrow leaves originating at the nodes. The flowers are inconspicuous, with a much reduced perianth, and are wind-pollinated or cleistogamous.",GRASS,,,,,,,,,TRUE,,,TRUE,[],['rumput'],['belar'],['புல்'],[],[],['травы'],['hierba'],['majani'],['çimen'],"['fű', 'fűfélék']",['สนามหญ้า'],['grass']
607,Person/Thing,Animals,A plant-eating insect with long back legs that can jump very high and makes a sharp high noise using its back legs or wings.,GRASSHOPPER,,,,,,,,,,TRUE,,TRUE,[],['belalang'],['matxinsalto'],['வெட்டுக்கிளி'],[],[],['кузнечик'],['saltamontes'],[],[],['szöcske'],[],['grasshopper']
608,Person/Thing,The physical world,"An inlet of the sea of large areal proportions, more indented than a bay and generally more enclosed.",GULF,,,,,,,,TRUE,,,,TRUE,[],['teluk'],['golko'],['வளைகுடா'],[],[],['залив'],['golfo'],[],[],['tengeröböl'],[],['gulf']
614,Person/Thing,The physical world,"A natural elevation of the land surface, usually rounded.",HILL,,,,,,,,TRUE,,,,TRUE,"['تل', 'هضبة']",['bukit'],"['mendixka', 'muino']",['குன்று'],['kodër'],"['पसंद', 'पहाड़ी']",['холм'],"['cerro', 'colina', 'loma']",['kilima'],['tepe'],"['domb', 'hegy']",[],"['colina', 'hill', 'loma']"
615,Person/Thing,Animals,A large animal with four legs of the Equus caballus species which people ride on or use for carrying things or pulling vehicles.,HORSE,,,,,,,,,,TRUE,,TRUE,['حصان'],['kuda'],['zaldi'],['குதிரை'],['kalë'],['घोड़ा'],['лошадь'],['caballo'],['farasi'],"['at', 'beygir']",['ló'],['ม้า'],['horse']
618,Person/Thing,The physical world,"A very steep decline, typically found in the mountains or on shores.",PRECIPICE,,,,,,,,TRUE,,,,TRUE,[],[],"['ezponda', 'mazela']",[],[],[],['склон'],['talud'],[],[],['lejtő'],[],"['precipice', 'slope']"
619,Person/Thing,Animals,"Any living organism characterized by voluntary movement, the possession of cells with noncellulose cell walls and specialized sense organs enabling rapid response to stimuli, and the ingestion of complex organic substances such as plants and other animals.",ANIMAL,,,,,,,,,,TRUE,,TRUE,['حَيَوَان'],['binatang'],['animalia'],['மிருகம்'],[],['हैवान'],['животное'],['animal'],['mnyama'],['hayvan'],['állat'],[],['animal']
620,Person/Thing,Animals,"A class of the Arthropoda typically having a segmented body with an external chitinous covering, a pair of compound eyes, a pair of antennae, three pairs of mouthparts, and two pairs of wings.",INSECT,,,,,,,,,,TRUE,,TRUE,"['حشرة', 'حَشَرة']",[],['intsektu'],[],[],[],['насекомое'],['insecto'],['mdudu'],[],['rovar'],[],['insects']
622,Person/Thing,The physical world,"A land mass, especially one smaller than a continent, entirely surrounded by water.",ISLAND,,,,,,,,TRUE,,,,TRUE,['جزيرة'],"['nusa', 'pulau']","['irla', 'uharte']",['தீவு'],[],['द्वीप'],['остров'],['isla'],['kisiwa'],['ada'],['sziget'],['เกาะ'],"['island', 'isle']"
623,Person/Thing,The physical world,A body of water cut off from the open sea by coral reefs or sand bars.,LAGOON,,,,,,,,TRUE,,,,TRUE,[],[],['urmael'],['காயல்'],[],[],['лагуна'],['laguna'],[],[],['lagúna'],[],['lagoon']
624,Person/Thing,The physical world,"An enclosed body of water, usually but not necessarily fresh water, from which the sea is excluded.",LAKE,,,,,,,,TRUE,,,,TRUE,['بُحَيْرَةٌ'],['danau'],"['aintzira', 'laku']",['ஏரி'],['liqen'],['झील'],['озеро'],['lago'],['ziwa'],['göl'],['tó'],"['ทะเลสาบ', 'สาบ']",['lake']
626,Person/Thing,The physical world,"A specified geographical tract of the Earth's surface including all its attributes, comprising its geology, superficial deposits, topography, hydrology, soils, flora and fauna, together with the results of past and present human activity, to the extent that these attributes exert a significant influence on the present and future land utilization. (Source: WHIT)",LAND,,,,,,,,TRUE,,,,TRUE,[],[],['lurralde'],['நிலம்'],[],[],['земля'],"['territorio', 'tierra']",[],[],['föld'],[],['land']
632,Person/Thing,Animals,"Any reptile of the suborder Lacertilia, especially those of the family Lacertidae, typically having an elongated body, four limbs, and a small tail: includes the gechos, iguanas, chameleons, monitors, and slow worms.",LIZARD,,,,,,,,,,TRUE,,TRUE,[],[],['musker'],['பல்லி'],[],[],['ящерица'],['lagarto'],[],[],['gyík'],[],['lizard']
637,Person/Thing,Agriculture and vegetation,"Any plant of the class Bryophyta, occurring in nearly all damp habitats.",MOSS,,,,,,,,,TRUE,,,TRUE,[],[],['goroldio'],[],[],[],['мох'],['musgo'],[],[],['moha'],[],['moss']
639,Person/Thing,The physical world,A feature of the earth's surface that rises high above the base and has generally steep slopes and a relatively small summit area.,MOUNTAIN,,,,,,,,TRUE,,,,TRUE,"['جَبَل', 'طَوْد', 'طَوْر']",['gunung'],['mendi'],"['பெருங்குவியல்', 'மலை']",['mal'],"['कोह', 'पर्वत', 'पहाड़']","['гора', 'гора́']","['montaña', 'monte']",['mlima'],['dağ'],"['hegy', 'hegység']","['ดอย', 'ภู', 'ภูเขา', 'เขา']",['mountain']
643,Person/Thing,Cognition,The fact or an instance of feeling the lack of something.,NEED (NOUN),,,,,,TRUE,,,,,yes bc you feel it in your head,TRUE,[],[],"['behar', 'premia']",['தேவை'],[],[],"['необходимость', 'потребность']",['necesidad'],[],"['gereksinim', 'ihtiyaç']",['szükséglet'],[],['need']
